Month,2YO_mean,2YO_median,2YO_min,2YO_max,2YO_mean_no_extremes,2YO_median_no_extremes,2YO_mean_no_outliers,2YO_median_no_outliers,3YO_mean,3YO_median,3YO_min,3YO_max,3YO_mean_no_extremes,3YO_median_no_extremes,3YO_mean_no_outliers,3YO_median_no_outliers,4YO_mean,4YO_median,4YO_min,4YO_max,4YO_mean_no_extremes,4YO_median_no_extremes,4YO_mean_no_outliers,4YO_median_no_outliers,5YO_mean,5YO_median,5YO_min,5YO_max,5YO_mean_no_extremes,5YO_median_no_extremes,5YO_mean_no_outliers,5YO_median_no_outliers
2019-05,106636.2439165132,107002.5855261176,104691.27476518069,107809.81424048348,106790.52368198565,107002.5855261176,106636.2439165132,107002.5855261176,87857.20879290243,87996.63636593841,82946.32172594972,93262.92894115408,87828.10096459073,87996.63636593841,87857.20879290243,87996.63636593841,81516.23383950755,69096.7553502943,67949.57332362438,107432.45672406556,80393.5463514462,69096.7553502943,81516.23383950755,69096.7553502943,54604.396961244754,54961.01182703432,50970.73540434436,56977.83250961413,54718.962962020305,54961.01182703432,54907.20209098645,54978.86809199609
2019-06,108091.18931168769,108116.24606985333,108006.98217359008,108125.28293345404,108107.2092062526,108107.2092062526,108091.18931168769,108116.24606985333,83492.20562108964,83593.36017116689,81906.32933990026,85467.04823732359,83459.79175983593,83593.36017116689,83340.29465061013,83588.07721609315,80783.41478932556,68709.36244387436,66653.66255968872,108125.28293345404,79682.4051297846,68709.36244387436,80783.41478932556,68709.36244387436,52305.43060152563,53508.34376491568,48280.590208461625,54744.90349844244,52449.554919357186,53508.34376491568,52305.43060152562,53508.34376491568
2019-07,,,,,,,,,83065.61795073362,83165.13753870965,82217.34385228156,83718.39010791232,83098.20160761253,83165.13753870965,83065.61795073363,83165.13753870965,65724.62031312802,65691.1363872363,65239.20318731053,66257.6365941602,65716.68712059224,65691.1363872363,65724.62031312802,65691.1363872363,51142.84696591374,51471.95874406463,49007.921141097206,52951.16415240184,51175.50782974657,51471.95874406463,51142.84696591374,51471.95874406463
2019-08,,,,,,,,,81069.62814737918,81123.70796062429,80112.1078829313,82017.19471773505,81070.87235914067,81123.70796062429,81069.62814737916,81123.70796062429,63456.1422297513,63467.6050368324,62222.04591282335,65189.65787625121,63356.25836383691,63467.6050368324,63456.1422297513,63467.6050368324,47066.30199864852,47154.30333462052,45321.45334974822,48914.28208204695,47055.98885519871,47154.30333462052,47066.30199864852,47154.30333462052
2019-09,,,,,,,,,76881.31416411327,76931.42944626632,74151.89627512105,79628.4505946403,76879.95119937982,76931.42944626632,76881.31416411328,76931.42944626632,60198.176950171444,60031.38054224166,58686.86847597227,61707.83828564502,60198.41225570367,60031.38054224166,60198.176950171444,60031.38054224166,45557.655319387064,45481.7449406357,45048.688579636655,46158.34051857403,45542.36890948098,45481.7449406357,45557.655319387064,45481.7449406357
2019-10,,,,,,,,,74256.92743859852,74195.13847599714,73703.27819711383,74767.30322795514,74262.33662011454,74195.13847599714,74256.92743859853,74195.13847599714,58353.8552459973,58372.261755702195,58008.76638873416,58511.96122808938,58385.01905852582,58372.261755702195,58403.15365417775,58384.468214250766,45658.94049362815,45658.22077159233,44929.86308512183,46241.10681472944,45679.92779182887,45658.22077159233,45658.94049362815,45658.22077159233
2019-11,,,,,,,,,72224.25342672822,71702.74765043019,70997.32788532422,74182.46053479073,72132.84323089589,71702.74765043019,72224.2534267282,71702.74765043019,56698.36563705091,56453.05897228829,55692.31344166829,58212.283011847074,56641.93617267163,56453.05897228829,56698.36563705091,56453.05897228829,43029.43970487868,42779.58738594445,42068.85700849513,44525.25861682884,42962.535177932856,42779.58738594445,43029.43970487868,42779.58738594445
2019-12,,,,,,,,,77123.24525977514,71946.20521857262,71253.68107275694,88169.84948799587,71946.20521857262,71946.20521857262,77123.24525977515,71946.20521857262,59367.71044354495,59367.71044354495,55587.65295186979,63147.76793522011,,,59367.71044354495,59367.71044354495,46221.83073541283,46221.83073541283,41915.482955459214,50528.17851536644,,,46221.83073541283,46221.83073541283
2020-01,,,,,,,,,88572.46783158641,88497.13672670632,87834.84798390747,89166.8777739732,88590.36906974793,88497.13672670632,88572.46783158641,88497.13672670632,63639.1954857222,63681.418225763555,62822.509574970405,64120.38776932421,63681.13218911593,63681.418225763555,63729.93836469463,63705.50388723859,47629.3900357611,47789.634175464525,44509.35414155418,50272.53725534053,47672.743551636326,47789.634175464525,47629.3900357611,47789.634175464525
2020-02,,,,,,,,,85243.93614802984,85201.02209960987,83200.66051068481,87631.80138095711,85212.60982115872,85201.02209960987,85243.93614802984,85201.02209960987,61458.18251831971,61632.61906816637,59546.16747058872,63233.88719047807,61470.5743706445,61632.61906816637,61458.18251831972,61632.61906816637,42853.80154338698,42741.50989274235,42061.49292059361,43910.149637189286,42816.08161895714,42741.50989274235,42853.80154338698,42741.50989274235
2020-03,,,,,,,,,83300.12864982091,83214.74839088148,82761.09081973584,83979.01589155065,83280.15016244308,83214.74839088148,83300.1286498209,83214.74839088148,58286.22701249853,58350.57063864442,57041.73110907758,59322.23187284195,58309.392683951584,58350.57063864442,58286.22701249853,58350.57063864442,43434.2275266472,43530.950861895675,42086.38508041436,44458.989969851085,43474.61252702582,43530.950861895675,43434.2275266472,43530.950861895675
2020-04,,,,,,,,,84690.969227077,84778.43705943564,82902.3496475204,85539.2486233315,84808.51174998976,84778.43705943564,84889.70473591663,84915.859924629,53825.137206465544,53967.42861008889,51277.52398503783,56849.86759782775,53772.12418758395,53967.42861008889,53825.13720646556,53967.42861008889,41015.56500191951,41253.23722125808,38594.792438986886,43823.44208883599,40980.373681557336,41253.23722125808,41015.56500191951,41253.23722125808
2020-05,,,,,,,,,76054.21954670112,75443.69194127235,69401.58185804967,83956.12308623106,75999.90364014119,75443.69194127235,76054.2195467011,75443.69194127235,52837.65089878641,52804.29800135159,51400.55089046905,54163.77844032993,52849.9811728724,52804.29800135159,52837.65089878641,52804.29800135159,37707.79843708905,37587.1861576707,37187.190831700544,38355.02201889397,37689.710440458126,37587.1861576707,37707.79843708904,37587.1861576707
2020-06,,,,,,,,,72096.63336849681,72140.37478164036,69776.67166828593,74756.73731780764,72065.71134585138,72140.37478164036,72096.63336849681,72140.37478164036,50492.55109526629,50104.67765463868,49300.67926980949,52241.76111849857,50422.88382054434,50104.67765463868,50492.55109526629,50104.67765463868,37607.51188928178,37590.27005859936,37130.223456715496,38159.77882405696,37598.139576505666,37590.27005859936,37607.51188928178,37590.27005859936
2020-07,,,,,,,,,74199.76603983197,74206.7829278482,73676.02080822084,74640.51230618515,74213.59920070831,74206.7829278482,74199.76603983197,74206.7829278482,51731.109242455466,51930.59785986903,50111.75189876364,53055.766662862094,51780.22589633634,51930.59785986903,51731.10924245547,51930.59785986903,38808.91598328698,38839.24470626682,38070.18514396873,39362.69930870687,38835.33705670103,38839.24470626682,38808.91598328697,38839.24470626682
2020-08,,,,,,,,,72408.72657796195,72344.21905126289,71623.96901015972,73290.54118633954,72396.59444789002,72344.21905126289,72408.72657796195,72344.21905126289,51482.09975223695,51316.320853576384,50574.52395318591,52670.46313948324,51447.001303712546,51316.320853576384,51482.09975223695,51316.320853576384,38887.77707121862,38867.641491729555,38279.6984224362,39355.65536860854,38905.30211514268,38867.641491729555,38887.77707121862,38867.641491729555
2020-09,,,,,,,,,71092.80138575708,71152.00097248552,70684.00732290649,71477.78320203345,71096.20313526767,71152.00097248552,71092.80138575708,71152.00097248552,50816.540040403685,50735.41822053872,50517.55657820089,51247.5872396199,50794.52941756812,50735.41822053872,50816.540040403685,50735.41822053872,37524.3375547808,37516.20106572842,37111.46324558195,37934.540453769776,37524.78278981578,37516.20106572842,37524.337554780795,37516.20106572842
2020-10,,,,,,,,,71687.95442541821,71652.45269765225,70940.3605103392,72515.00338151304,71676.6037052731,71652.45269765225,71687.95442541821,71652.45269765225,51975.0266664184,52010.09020973602,51261.00562845244,52439.77410126284,52006.18586680859,52010.09020973602,51975.0266664184,52010.09020973602,39068.31241768935,39238.01633116213,37272.64189417812,39887.47284603272,39094.537362160096,39023.88317107491,39292.77123312825,39413.06086150784
2020-11,,,,,,,,,73009.5810515167,73038.0159338143,72442.87502556972,73630.17649808085,72998.80316739327,73038.0159338143,73009.5810515167,73038.0159338143,49975.892207923855,49837.62522993685,49321.24170351494,51055.89416187376,49915.127715132294,49837.62522993685,49975.892207923855,49837.62522993685,39648.7911314445,39887.47284603272,38896.21208125187,39973.25797365884,39734.41357304017,39887.47284603272,39648.79113144451,39887.47284603272
2020-12,,,,,,,,,90432.6973177218,90432.6973177218,90432.6973177218,90432.6973177218,,,,,72706.34913487555,72706.34913487555,72706.34913487555,72706.34913487555,,,,,55274.33238945206,55274.33238945206,55274.33238945206,55274.33238945206,,,,
2021-01,,,,,,,,,92143.75311637972,92209.53687082676,91605.27578616394,92616.44669214849,92209.53687082676,92209.53687082676,92143.75311637972,92209.53687082676,71263.17563525443,71054.29526030927,70114.33357305606,72620.89807239798,71054.29526030927,71054.29526030927,71263.17563525443,71054.29526030927,51876.21151701828,51804.06979661311,49484.00563204364,54412.70084280326,51804.06979661311,51804.06979661311,51876.21151701828,51804.06979661311
2021-02,,,,,,,,,89578.18669294612,89212.6460367921,88685.69781818043,90836.21622386583,89212.6460367921,89212.6460367921,89578.18669294612,89212.6460367921,70940.36051033919,71054.29526030927,70456.13782296632,71310.64844774199,71054.29526030927,71054.29526030927,70940.36051033919,71054.29526030927,51457.5182654541,51486.00195294662,50204.23601578313,52682.31682763255,51486.00195294662,51486.00195294662,51457.5182654541,51486.00195294662
2021-03,,,,,,,,,90254.89005640482,90032.19940873602,88913.56731812061,91818.90344235786,90032.19940873602,90032.19940873602,90254.89005640482,90032.19940873602,71680.93638514476,71680.93638514476,71538.51794768215,71823.35482260736,,,71680.93638514476,71680.93638514476,53615.15759301265,53451.37638993064,52938.67001506526,54455.42637404206,53451.37638993064,53451.37638993064,53615.15759301265,53451.37638993064
2021-04,,,,,,,,,96421.86734114944,96604.16294110156,94245.71361672076,98415.72546562598,96604.16294110156,96604.16294110156,96421.86734114944,96604.16294110156,73940.64225955152,73988.11507203904,72706.34913487555,75127.46257173995,73988.11507203904,73988.11507203904,73940.64225955152,73988.11507203904,57802.82069674279,57792.29036379099,56240.188338062144,59375.98338837523,57792.29036379099,57792.29036379099,57802.82069674279,57792.29036379099
2021-05,,,,,,,,,100563.39550256213,100734.29762751726,100079.17281518926,100876.71606497988,100734.29762751726,100734.29762751726,100563.39550256213,100734.29762751726,76447.20675889346,76466.19588388846,75896.52213403804,76978.90225875386,76466.19588388846,76466.19588388846,76447.20675889346,76466.19588388846,59675.06210704672,59675.06210704672,59660.82026330047,59689.30395079296,,,59675.06210704672,59675.06210704672
2021-06,,,,,,,,,99803.83050276154,99594.95012781638,99509.49906533882,100307.04231512942,99594.95012781638,99594.95012781638,99803.83050276154,99594.95012781638,78032.79869597718,77890.38025851457,77349.19019615668,78858.8256332603,77890.38025851457,77890.38025851457,78032.79869597718,77890.38025851457,59160.7733050984,59328.51057588769,58806.309638524806,59347.49970088271,59328.51057588769,59328.51057588769,59160.7733050984,59328.51057588769
2021-07,,,,,,,,,101199.53118989512,101247.00400238266,100250.0749401444,102101.51462715832,101247.00400238266,101247.00400238266,101199.53118989512,101247.00400238266,81678.71069502001,81821.12913248263,80283.01000788642,82931.99294469098,81821.12913248263,81821.12913248263,81678.71069502001,81821.12913248263,64357.30560269247,64493.5525745317,61090.701375425066,67351.41588628141,64493.5525745317,64493.5525745317,64357.30560269247,64493.5525745317
2021-08,,,,,,,,,103611.150064262,103611.150064262,102785.12312697884,104437.17700154516,103611.150064262,103611.150064262,103611.150064262,103611.150064262,84574.55225675974,84754.94894421239,83900.43831943671,85068.26950663014,84754.94894421239,84754.94894421239,84574.55225675974,84754.94894421239,69117.40451081778,69117.40451081778,68576.21444845985,69658.59457317571,,,69117.40451081778,69117.40451081778
2021-09,,,,,,,,,108624.51642700832,108323.3014317749,105448.34790752966,112403.1149369538,108323.3014317749,108323.3014317749,108624.51642700832,108323.3014317749,85894.29644391328,85894.29644391328,85410.0737565404,86378.51913128614,,,85894.29644391328,85894.29644391328,71604.9798851647,71538.51794768215,70513.10519795137,72763.3165098606,71538.51794768215,71538.51794768215,71604.9798851647,71538.51794768215
2021-10,,,,,,,,,117775.12144346758,118333.1473996827,115078.68264875138,119355.50832575356,118333.1473996827,118333.1473996827,117775.12144346758,118333.1473996827,90137.93430927645,90094.34563599245,87959.36378712111,92360.09350471575,90094.34563599245,90094.34563599245,90137.93430927645,90094.34563599245,75375.30764472681,75876.17664297193,74153.83834472281,76095.90794648568,75876.17664297193,75876.17664297193,75375.30764472681,75876.17664297193
2021-11,,,,,,,,,117887.88632770136,117887.88632770136,117830.206860529,117945.56579487372,,,117887.88632770136,117887.88632770136,95705.63207201927,95873.94477083872,93912.45447305824,97330.49697216088,95873.94477083872,95873.94477083872,95705.63207201927,95873.94477083872,75592.6961341178,75497.75050914273,75355.33207168011,75925.00582153056,75497.75050914273,75497.75050914273,75592.6961341178,75497.75050914273
2021-12,,,,,,,,,145210.46794813243,145191.63706584572,143013.5844289175,147426.18234963407,145191.63706584572,145191.63706584572,145210.46794813243,145191.63706584572,125659.55873258068,124937.2937997346,123692.14974649005,128349.2326515174,124937.2937997346,124937.2937997346,125659.55873258068,124937.2937997346,109301.78391544658,109301.78391544658,108811.45758075388,109792.11025013927,,,109301.78391544658,109301.78391544658
2022-01,,,,,,,,,153097.31843854696,153023.22694191465,149827.96756998566,156514.85230037296,153023.22694191465,153023.22694191465,153097.31843854696,153023.22694191465,132497.40700667838,132436.64180669433,130391.51304473124,134664.06616860954,132436.64180669433,132436.64180669433,132497.40700667838,132436.64180669433,110886.35857797701,110554.04889056424,109934.5286876019,112170.49815576489,110554.04889056424,110554.04889056424,110886.35857797701,110554.04889056424
2022-02,,,,,,,,,160750.98082994265,160692.4597992762,158692.90493730115,162867.5777532506,160692.4597992762,160692.4597992762,160750.98082994265,160692.4597992762,137659.51432236857,138133.37930519873,136455.4311692756,138389.73249263142,138133.37930519873,138133.37930519873,137659.51432236857,138133.37930519873,113859.98773389275,114164.35628024142,112891.13544932568,114524.47147211117,114164.35628024142,114164.35628024142,113859.98773389275,114164.35628024142
2022-03,,,,,,,,,162691.1601506265,163747.3352828492,158470.7321748595,165477.71929801992,163169.11642675102,163747.3352828492,162691.1601506265,163747.3352828492,137812.93782090786,137172.0548523261,137107.96655546792,139158.79205492954,137172.0548523261,137172.0548523261,137812.93782090786,137172.0548523261,110982.7283873267,110789.03931237756,110515.59591244934,111643.54993715322,110789.03931237756,110789.03931237756,110982.7283873267,110789.03931237756
2022-04,,,,,,,,,153175.61466999963,153201.2499887429,149811.69117713277,156488.26752537995,153201.2499887429,153201.2499887429,153175.61466999963,153201.2499887429,136938.1785883569,137400.9416268196,130296.29614654196,141771.15310781513,137299.96017282823,137400.9416268196,136938.1785883569,137400.9416268196,111776.47381211833,111814.45206210836,111301.74568724296,112213.22368700366,111814.45206210836,111814.45206210836,111776.47381211833,111814.45206210836
2022-05,,,,,,,,,146807.679421225,146865.66407076333,144798.5621784489,148700.82736492442,146865.66407076333,146865.66407076333,146807.679421225,146865.66407076333,119872.51896100165,119382.9747386928,113889.69215084924,127413.1551034677,119560.95709453891,119382.9747386928,119872.51896100164,119382.9747386928,105653.66782153827,106206.72608701806,100496.9335650796,109630.70268768164,105948.59266911709,106206.72608701806,105653.66782153824,106206.72608701806
2022-06,,,,,,,,,142936.94974590192,142936.94974590192,142320.48136659947,143553.41812520436,,,142936.94974590192,142936.94974590192,112626.23715564523,112626.23715564523,112441.09318694382,112811.38112434663,,,112626.23715564523,112626.23715564523,96049.79917327836,95888.51029285195,93938.0897918015,98484.08631560804,95888.51029285195,95888.51029285195,96049.79917327836,95888.51029285195
2022-07,,,,,,,,,139307.72104953328,139395.61357093876,137425.35621609888,141014.30084015668,139395.61357093876,139395.61357093876,139307.72104953328,139395.61357093876,112393.6203744563,112754.41374936156,111529.61518718314,112896.8321868242,112754.41374936156,112754.41374936156,112393.6203744563,112754.41374936156,92455.03912969085,92303.12612973076,91761.9360673728,93300.055191969,92303.12612973076,92303.12612973076,92455.03912969085,92303.12612973076
2022-08,,,,,,,,,131229.81509495756,131404.1081350904,125467.63293352391,136367.39068066236,131385.9667388898,131404.1081350904,131229.81509495756,131404.1081350904,107398.76840858012,107477.81064137185,105046.7279138851,109592.72443769164,107477.81064137185,107477.81064137185,107398.7684085801,107477.81064137185,88667.75679424034,88655.91941762008,86423.27921163154,90935.90913008968,88655.91941762008,88655.91941762008,88667.75679424035,88655.91941762008
2022-09,,,,,,,,,119920.6721584177,119849.70030374885,116846.57018578723,123136.71784038589,119849.70030374885,119849.70030374885,119920.6721584177,119849.70030374885,102048.34507717227,101816.67775223312,101588.80825229292,102739.5492269908,101816.67775223312,101816.67775223312,102048.34507717227,101816.67775223312,82816.15928222139,82818.05819472088,80761.53595776079,84868.88369418248,82818.05819472088,82818.05819472088,82816.15928222139,82818.05819472088
2022-10,,,,,,,,,112936.69085341276,112955.83411091585,110789.03931237756,115046.05587944176,112955.83411091585,112955.83411091585,112936.69085341276,112955.83411091585,100295.34365776644,100696.65846904501,97202.32037844454,102585.7373145312,100696.65846904501,100696.65846904501,100295.34365776644,100696.65846904501,76078.04090614946,75791.0030190089,74173.25904074044,78556.89854583959,75791.0030190089,75791.0030190089,76078.04090614946,75791.0030190089
2022-11,,,,,,,,,110732.07193739252,110732.07193739252,110732.07193739252,110732.07193739252,,,,,94541.94396664298,94541.94396664298,94154.56581674468,94929.32211654128,,,94541.94396664298,94541.94396664298,73988.11507203906,73988.11507203906,73931.14769705402,74045.08244702409,,,73988.11507203906,73988.11507203906
2022-12,,,,,,,,,128384.83726088307,128655.43229206203,125700.24971471286,130528.23474469536,128655.43229206203,128655.43229206203,128384.83726088307,128655.43229206203,100937.32867378094,101034.56316650094,97678.404869391,104001.78349273089,101034.56316650094,101034.56316650094,100937.32867378094,101034.56316650094,82979.4657571785,82931.99294469098,82761.09081973584,83245.31350710872,82931.99294469098,82931.99294469098,82979.4657571785,82931.99294469098
2023-01,,,,,,,,,118137.59332138581,118093.20624170997,112839.86481183914,123568.72043402246,118104.24367061332,118093.20624170997,118137.59332138584,118093.20624170997,92636.62263745569,92685.28227025541,89362.18539612784,95813.74061318408,92685.28227025541,92685.28227025541,92636.6226374557,92685.28227025541,76832.68599629225,76907.69304002257,72036.98247880128,81393.8738200948,76910.8578941884,76907.69304002257,76832.68599629225,76907.69304002257
2023-02,,,,,,,,,111897.86857547931,111594.7207585946,111323.10845286236,112775.77651498096,111594.7207585946,111594.7207585946,111897.86857547931,111594.7207585946,86147.03265515645,85959.40201532474,85125.23688161519,87356.45906852941,85959.40201532474,85959.40201532474,86147.03265515645,85959.40201532474,69071.83061082975,68804.08394840005,68690.14919842995,69721.25868565927,68804.08394840005,68804.08394840005,69071.83061082975,68804.08394840005
2023-03,,,,,,,,,113210.15274924194,113210.15274924194,112896.8321868242,113523.47331165968,,,113210.15274924194,113210.15274924194,84156.79150686943,84071.34044439186,83843.47094445169,84555.56313176473,84071.34044439186,84071.34044439186,84156.79150686943,84071.34044439186,68566.71988596236,68576.21444845985,68291.37757353464,68832.56763589257,68576.21444845985,68576.21444845985,68566.71988596236,68576.21444845985
2023-04,,,,,,,,,111852.4303120984,111814.45206210836,111615.0662496607,112127.7726245261,111814.45206210836,111814.45206210836,111852.4303120984,111814.45206210836,79773.21982007383,79845.31067675134,76494.67957138101,82907.57835541168,79845.31067675134,79845.31067675134,79773.21982007383,79845.31067675134,64706.04427414109,64679.64599948283,62402.37518445571,67062.50991314297,64679.64599948283,64679.64599948283,64706.04427414109,64679.64599948283
2023-05,,,,,,,,,104032.6214441896,103662.42070174852,97480.03633149662,110544.8934195845,104040.68407164923,103662.42070174852,104032.62144418962,103662.42070174852,76416.34943077656,76416.34943077656,75925.00582153056,76907.69304002257,,,76416.34943077656,76416.34943077656,60798.81139693027,60600.781950553705,60543.81457556863,61251.83766466848,60600.781950553705,60600.781950553705,60798.81139693027,60600.781950553705
2023-06,,,,,,,,,91248.09034500772,91135.29494253734,87631.80138095711,95301.03423831868,91102.53870192094,91135.29494253734,91248.09034500773,91135.29494253734,76149.07749647173,76447.20675889346,73327.29352221254,78374.60294588745,76447.20675889346,76447.20675889346,76149.07749647173,76447.20675889346,58880.90977243378,58834.79332601733,57662.89304061068,60145.04295067332,58834.79332601733,58834.79332601733,58880.90977243378,58834.79332601733
2023-07,,,,,,,,,89931.85914597828,89853.52900537384,87866.79180277043,92075.25662979056,89853.52900537384,89853.52900537384,89931.85914597828,89853.52900537384,70375.4340417375,70313.7193855037,69373.75769825047,71438.82504145833,70313.7193855037,70313.7193855037,70375.4340417375,70313.7193855037,56584.58201410808,56527.61463912303,56214.29407670529,57011.83732649591,56527.61463912303,56527.61463912303,56584.58201410808,56527.61463912303
2023-08,,,,,,,,,92634.35072428663,92990.80372776448,91408.73834246554,93503.51010262988,92990.80372776448,92990.80372776448,92634.35072428663,92990.80372776448,70331.35214442764,70627.03994792144,69373.75769825047,70993.258787111,70627.03994792144,70627.03994792144,70331.35214442764,70627.03994792144,55715.82954558615,55715.82954558615,55530.685576884745,55900.97351428756,,,55715.82954558615,55715.82954558615
2023-09,,,,,,,,,89704.32873755584,89796.5616303888,88693.83601460686,90622.58856767192,89796.5616303888,89796.5616303888,89704.32873755587,89796.5616303888,65812.82203356034,65756.32938670018,61633.31562215762,70000.39882308597,65810.13190751938,65756.32938670018,65812.82203356034,65756.32938670018,54364.21075576243,54533.75651464649,53512.412863128906,55046.462889511895,54533.75651464649,54533.75651464649,54364.21075576243,54533.75651464649
2023-10,,,,,,,,,81396.74479494523,81187.367085774,76813.69687129726,86862.74181865902,81176.00751992878,81187.367085774,81396.74479494523,81187.367085774,60287.46138813594,60486.84720058358,59860.20607574811,60515.33088807613,60486.84720058358,60486.84720058358,60287.46138813594,60486.84720058358,45644.66614293681,45611.24140761394,40064.0432684453,51998.708327812026,45489.98228086007,45611.24140761394,45644.66614293681,45611.24140761394
2023-11,,,,,,,,,90024.43113032897,90024.43113032897,77064.35332123144,102984.50893942652,,,90024.43113032897,90024.43113032897,60885.61882547892,60885.61882547892,60885.61882547892,60885.61882547892,,,,,40206.46170590789,40206.46170590789,40206.46170590789,40206.46170590789,,,,
2023-12,,,,,,,,,111358.22703105253,111504.69196062718,105149.2691888582,117150.39618570748,111462.4242029374,111504.69196062718,111358.22703105253,111504.69196062718,77229.82998190228,77548.57600860432,76364.46842855803,77776.44550854448,77548.57600860432,77548.57600860432,77229.82998190228,77548.57600860432,62180.04417930573,62708.57482500031,61094.49920042406,62737.05851249283,62708.57482500031,62708.57482500031,62180.04417930573,62708.57482500031
2024-01,,,,,,,,,107727.69396264553,107406.0927853639,98719.07673742132,117432.85942000832,107640.62543362823,107406.0927853639,107727.69396264553,107406.0927853639,73026.50578229151,72912.85586919636,69977.61187309196,76587.2515557317,72855.8884942113,72912.85586919636,73026.50578229151,72912.85586919636,57712.38344762896,57832.57443610187,55131.91395198947,60052.47096632264,57832.57443610187,57832.57443610187,57712.38344762896,57832.57443610187
2024-02,,,,,,,,,96312.20514430321,95984.6427381392,95350.8806914306,97601.09200333984,95984.6427381392,95984.6427381392,96312.20514430321,95984.6427381392,71922.61615780859,71922.61615780859,71015.45386827402,72829.77844734315,,,71922.61615780859,71922.61615780859,54856.571639561735,54818.5933895717,54362.85438969135,55388.26713942216,54818.5933895717,54818.5933895717,54856.571639561735,54818.5933895717
2024-03,,,,,,,,,94420.41356667488,94382.43531668485,94382.43531668485,94496.37006665493,,,94420.41356667486,94382.43531668485,72877.2512598307,72934.21863481574,71766.38744762231,73931.14769705402,72934.21863481574,72934.21863481574,72877.2512598307,72934.21863481574,53221.47234088386,53152.29767125918,51998.708327812026,54513.41102358038,53152.29767125918,53152.29767125918,53221.47234088386,53152.29767125918
2024-04,,,,,,,,,93831.75069182942,93926.6963168045,93413.9899419391,94154.56581674468,93926.6963168045,93926.6963168045,93831.75069182944,93926.6963168045,71747.39832262731,71851.83851009989,71396.09951021956,71994.2569475625,71851.83851009989,71851.83851009989,71747.39832262731,71851.83851009989,50584.01851568343,50375.13814073827,50232.71970327565,51144.19770303636,50375.13814073827,50375.13814073827,50584.01851568343,50375.13814073827
2024-05,,,,,,,,,91581.53937992018,91562.55025492515,90594.10488017942,92587.96300465596,91562.55025492515,91562.55025492515,91581.53937992018,91562.55025492515,70394.42316673252,70570.07257293639,69046.19529208649,71567.00163517467,70570.07257293639,70570.07257293639,70394.42316673252,70570.07257293639,52435.458202697366,52796.25157760264,51229.648765513935,53280.47426497552,52796.25157760264,52796.25157760264,52435.458202697366,52796.25157760264
2024-06,,,,,,,,,89611.41766168739,89611.41766168739,89340.82263050844,89882.01269286635,,,89611.41766168739,89611.41766168739,65278.97330256211,65396.214194830434,62879.47694995545,67443.98787063212,65396.214194830434,65396.214194830434,65278.97330256211,65396.214194830434,51220.15420301642,51030.26295306627,50232.71970327565,52397.47995270733,51030.26295306627,51030.26295306627,51220.15420301642,51030.26295306627
2024-07,,,,,,,,,89578.18669294612,89511.72475546357,89255.37156803088,89967.46375534392,89511.72475546357,89511.72475546357,89578.18669294612,89511.72475546357,61531.2490753094,61540.74363780691,61141.9720129116,61911.031575209694,61540.74363780691,61540.74363780691,61531.2490753094,61540.74363780691,48599.6549537044,48324.31264127669,48295.82895378416,49178.82326605235,48324.31264127669,48324.31264127669,48599.6549537044,48324.31264127669
2024-08,,,,,,,,,91078.32756755229,91277.71337999994,90594.10488017942,91363.16444247751,91277.71337999994,91277.71337999994,91078.32756755229,91277.71337999994,59053.168263459986,58920.24438849487,58151.18482619678,60088.0755756883,58920.24438849487,58920.24438849487,59053.168263459986,58920.24438849487,49549.11120345512,49549.11120345512,49264.27432852989,49833.948078380345,,,49549.11120345512,49549.11120345512
2024-09,,,,,,,,,89053.61211495886,88934.93008374001,87717.25244343469,90508.65381770184,88934.93008374001,88934.93008374001,89053.61211495883,88934.93008374001,58217.64676367934,58322.08695115193,58008.76638873416,58322.08695115193,,,58217.64676367934,58322.08695115193,46174.040847604185,46063.743624824696,43893.06468708289,48675.61145368445,46063.743624824696,46063.743624824696,46174.040847604185,46063.743624824696
2024-10,,,,,,,,,84415.04360680163,84094.12739438588,83444.69931955638,86027.22031887838,84094.12739438588,84094.12739438588,84415.04360680163,84094.12739438588,58654.39663856468,58663.891201062186,58122.70113870426,59176.59757592759,58663.891201062186,58663.891201062186,58654.39663856468,58663.891201062186,42363.626305341575,42462.36975531565,42057.90139292184,42570.60776778724,42462.36975531565,42462.36975531565,42363.626305341575,42462.36975531565
2024-11,,,,,,,,,94724.23956659512,94724.23956659512,94724.23956659512,94724.23956659512,,,,,78118.24975845477,78118.24975845477,78118.24975845477,78118.24975845477,,,,,55701.58770183989,55701.58770183989,55701.58770183989,55701.58770183989,,,,
2024-12,,,,,,,,,94471.68420416141,94439.4026916699,93938.0897918015,95037.56012901288,94439.4026916699,94439.4026916699,94471.68420416144,94439.4026916699,78009.06228973343,77975.83132099215,77591.30153984309,78460.05400836503,77975.83132099215,77975.83132099215,78009.06228973343,77975.83132099215,55796.53332681496,55730.071389332414,55502.20188939222,56157.326701720245,55730.071389332414,55730.071389332414,55796.53332681496,55730.071389332414
